ciclo;grado;estado_eval;codigo;amie;nm_regi;es_regeva;id_zona;id_dist;id_circ;id_prov;id_cant;id_parr;financiamiento;sostenimiento;tp_sexo;na_eano;tp_area;etnibee;quintil;fac_exp;isec;inev;imat;ilyl;icn;ies;nl_inev;nl_imat;nl_ilyl;nl_icn;nl_ies
2018-2019;4;2;QXLSXTD507;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;1;2010;2;4;2;999999;-,774844265;642,18;671,84;744;644,79;508,1;0;0;1;0;0
2018-2019;7;2;A9SKHZX559;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;1;2007;2;4;3;999999;-,234347767;575,18;495,44;629,74;663,43;512,1;0;0;0;0;0
2018-2019;4;2;1XCL9DS507;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2010;2;5;2;999999;-,980883946;683,12;632,34;637,07;742,09;720,99;0;0;0;1;1
2018-2019;4;2;NKZBB05508;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2008;2;4;1;999999;-1,845311648;534,8;513,38;596,84;499,69;529,31;0;0;0;0;0
2018-2019;7;2;4MB27TH560;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2007;2;4;1;999999;-1,738160738;749,21;594,56;811,88;820,53;769,87;1;0;2;2;1
2018-2019;7;2;8VBGUU0550;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2007;2;4;5;999999;1,492785702;668,25;567,77;668,99;802,23;634,02;0;0;0;2;0
2018-2019;4;2;5ARMIEY507;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2010;2;4;1;999999;-2,168624526;590,17;556,55;605,62;648,71;549,79;0;0;0;0;0
2018-2019;4;2;MJ9SBCB508;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2009;2;4;1;999999;-2,058665917;746,98;776,67;772,69;682,85;755,71;1;1;1;0;1
2018-2019;7;2;B2RBOLA559;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;1;2007;2;4;2;999999;-,705493807;661,32;640,01;659,25;683,23;662,79;0;0;0;0;0
2018-2019;7;2;VE6DEEZ560;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2006;2;3;3;999999;,105325696;609,38;528,13;588,43;666,8;654,18;0;0;0;0;0
2018-2019;7;2;AX4H8T8560;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2007;2;4;3;999999;,439324245;519,4;532,52;535,67;541,74;467,69;0;0;0;0;0
2018-2019;7;2;ZJOOIED559;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;1;2006;2;4;1;999999;-1,559831813;665,9;645,5;765,96;664,19;587,97;0;0;1;0;0
2018-2019;4;1;9TX41V1507;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2010;2;4;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999
2018-2019;4;2;EFCF0VL502;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;1;2011;2;4;1;999999;-1,291299875;681,79;620,63;721,48;745,92;639,15;0;0;1;1;0
2018-2019;7;2;VDA5P1Y560;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2007;2;4;1;999999;-1,293977475;619,56;627,71;595,71;623,22;631,61;0;0;0;0;0
2018-2019;4;2;CVS3H5U508;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2010;2;4;5;999999;1,785087746;648,28;646,65;618,57;657,34;670,57;0;0;0;0;0
2018-2019;4;2;X0DUF3A508;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2009;2;4;1;999999;-2,016079572;661,88;592,87;664,24;687,42;702,99;0;0;0;0;1
2018-2019;7;2;ZFDXBWP559;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;1;2007;2;3;1;999999;-1,989706472;717,99;631,6;857,63;665,2;717,51;1;0;2;0;1
2018-2019;4;2;99TF311507;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2010;2;3;1;999999;-1,811011393;592,94;596,2;534,99;655,7;584,88;0;0;0;0;0
2018-2019;4;2;7A0NC36508;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2009;2;4;2;999999;-1,10956515;511,01;588,37;483,38;454,92;517,36;0;0;0;0;0
2018-2019;7;2;GXP1NTR560;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2006;2;4;4;999999;,726174689;546,18;537,61;538,11;595,98;513,01;0;0;0;0;0
2018-2019;7;2;WFBF4LD560;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2007;2;4;4;999999;1,348077942;625,2;585,83;578,13;677,19;659,66;0;0;0;0;0
2018-2019;4;2;ZB6FOHT507;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;1;2010;2;999999;4;999999;1,20400013;580,13;607,92;566,17;575,18;571,24;0;0;0;0;0
2018-2019;7;2;T40LMU1560;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2007;2;4;3;999999;,330329873;673,68;694,76;643,59;663,88;692,5;0;0;0;0;0
2018-2019;7;2;UFUASDQ560;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2006;2;4;1;999999;-1,29985848;589,46;548,08;628,95;503,65;677,15;0;0;0;0;0
2018-2019;7;2;J906U8A561;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2007;2;3;1;999999;-1,357416476;582,25;572,17;603,41;555,24;598,18;0;0;0;0;0
2018-2019;4;2;QMSTRXE506;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2010;2;4;1;999999;-1,466260296;663,94;623,31;715,61;637,62;679,22;0;0;1;0;0
2018-2019;7;2;42RV282559;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;1;2007;2;4;3;999999;-,055408792;654,21;717,75;720,23;620,22;558,64;0;1;1;0;0
2018-2019;4;2;TP1MXF3507;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;1;2009;2;3;1;999999;-1,817722657;606,34;607,29;607,91;673,89;536,28;0;0;0;0;0
2018-2019;4;2;WFDEZ6V508;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2010;2;3;1;999999;-1,484240446;654;590,22;623,94;694,83;707,01;0;0;0;0;1
2018-2019;4;2;PSNLVTZ508;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2010;2;4;3;999999;,23037397;815,94;836,71;766,08;923,98;736,98;2;2;1;2;1
2018-2019;7;2;VCCVAAT560;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2006;2;1;1;999999;-1,545796037;580,22;573,29;587,17;589,93;570,48;0;0;0;0;0
2018-2019;4;2;GAYCRP0503;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;1;2009;2;4;5;999999;1,437978476;615,25;583,56;586,54;684,65;606,25;0;0;0;0;0
2018-2019;4;2;QWDAGAW508;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2009;2;3;1;999999;-1,379081642;675,51;713,08;663;655,21;670,75;0;1;0;0;0
2018-2019;7;2;78ZCMAC559;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;1;2006;2;4;4;999999;1,052262141;589,95;523,81;654,16;635,25;546,6;0;0;0;0;0
2018-2019;7;2;JX2EFPJ560;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;2;2007;2;4;3;999999;,112771424;777,33;678,15;830,61;839,07;761,48;1;0;2;2;1
2018-2019;4;2;1E5SPTL501;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;1;2009;2;4;2;999999;-,951113299;654,46;743,46;624,77;665,37;584,24;0;1;0;0;0
2018-2019;7;2;WJUSHEI559;20B00001;4;1;5;20D01;20D01C01;20;2003;200350;1;4;1;2007;2;4;1;999999;-2,024529273;693,99;682,44;712,16;758,86;622,5;0;0;1;1;0
2018-2019;10;2;2WC6MGY455;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2004;2;999999;2;999999;-,747989609;639,6;638,57;676,36;687,87;555,61;0;0;0;0;0
2018-2019;10;2;IJJNFQ7592;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2003;2;4;2;999999;-,979422748;722,57;658,74;734,02;782,41;715,09;1;0;1;1;1
2018-2019;10;2;D70KWLT454;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2004;2;2;4;999999;1,127846221;653,5;590,14;644,41;750,01;629,43;0;0;0;1;0
2018-2019;10;2;IS1TM5A452;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;4;5;999999;1,479610162;768,25;699,66;836,44;845,63;691,26;1;0;2;2;0
2018-2019;10;2;U5H7WZ4454;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;999999;5;999999;1,662102433;547,87;559;615,06;536,42;481,01;0;0;0;0;0
2018-2019;10;2;YRD4PWR453;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;999999;5;999999;1,516627795;728,4;605,18;700,31;772,86;835,27;1;0;1;1;2
2018-2019;7;2;D8G5DEU562;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2006;2;4;4;999999;1,318426493;738,99;693,24;811,21;734,63;716,87;1;0;2;1;1
2018-2019;10;2;XB24MPU450;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;999999;4;999999;,899008083;631,97;601,14;674,34;674,88;577,53;0;0;0;0;0
2018-2019;7;2;BBVFWIT565;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;4;3;999999;,052349463;845,23;758,23;879,92;914,38;828,39;2;1;2;2;2
2018-2019;10;2;DLRFMJ5455;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2004;2;999999;4;999999;1,162965052;555,43;523,95;552,35;560,22;585,19;0;0;0;0;0
2018-2019;10;2;0QCYDSG450;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;4;5;999999;2,263525569;581,84;609,99;558,63;610,95;547,8;0;0;0;0;0
2018-2019;10;2;X7S9UNT454;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;4;5;999999;1,59648196;749,16;616,83;758,74;844,6;776,46;1;0;1;2;1
2018-2019;7;2;266JGAF593;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2006;2;4;5;999999;1,609813995;770,04;776,79;795,55;773,17;734,65;1;1;1;1;1
2018-2019;4;2;F28CE5G509;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2010;2;999999;4;999999;,69967274;730,38;647,87;771,9;793,13;708,63;1;0;1;1;1
2018-2019;7;1;PF8JFJD563;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2006;2;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999
2018-2019;4;1;3FEND1E511;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2010;2;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999
2018-2019;4;1;MIG1TNE510;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2009;2;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999
2018-2019;10;2;Z9BN480454;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2003;2;999999;5;999999;1,55291104;587,63;667,34;541,34;590,03;551,81;0;0;0;0;0
2018-2019;10;1;BC674MU457;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2004;2;4;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999
2018-2019;4;2;BC2A3U4511;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2009;2;4;4;999999;1,268321261;644,38;619,18;622,14;661,98;674,23;0;0;0;0;0
2018-2019;4;2;1RIWEED511;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2009;2;999999;5;999999;1,790720141;698,88;761,64;644,97;751,94;636,98;0;1;0;1;0
2018-2019;4;2;Z38NSMU512;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2009;2;999999;5;999999;1,78873101;625,28;546,68;682,49;549,99;721,98;0;0;0;0;1
2018-2019;7;2;5SYYX3V564;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;4;5;999999;1,953513975;699,26;611,91;717,81;685,16;782,15;0;0;1;0;1
2018-2019;7;2;VGD7X83566;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;999999;2;999999;-,857552848;622,36;557,93;548,35;725,58;657,56;0;0;0;1;0
2018-2019;7;2;NTHOFQ1566;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;4;5;999999;2,081016296;640,39;638,52;632,34;655,09;635,62;0;0;0;0;0
2018-2019;10;2;SGZO35C457;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2003;2;999999;5;999999;1,747360003;736,86;637,32;744,49;863,22;702,41;1;0;1;2;1
2018-2019;10;2;T9DE2U7453;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;999999;2;999999;-1,024819023;657,34;608,2;642,55;681,2;697,41;0;0;0;0;0
2018-2019;4;2;7UF2E4P509;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2010;2;999999;1;999999;-1,943045646;697,85;639,45;674,7;731,94;745,32;0;0;0;1;1
2018-2019;10;1;13VRGAH452;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2001;2;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999
2018-2019;7;2;GXMCF1O565;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;4;2;999999;-,469778649;735,4;786,95;799,91;674,92;679,82;1;1;1;0;0
2018-2019;10;2;OQBHI0A454;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2003;2;999999;1;999999;-1,491195438;623,15;605,04;601,2;696,1;590,27;0;0;0;0;0
2018-2019;10;2;I365V7V456;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2004;2;999999;3;999999;,061585452;612,03;651,01;580,54;647,08;569,48;0;0;0;0;0
2018-2019;10;2;3FKMFZ9454;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2003;2;999999;2;999999;-,429014089;624,62;628,75;595,17;710,69;563,88;0;0;0;1;0
2018-2019;4;2;61QDMAW509;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2010;2;999999;4;999999;,635643645;600,84;602,83;631,97;513,98;654,56;0;0;0;0;0
2018-2019;10;1;MVB9CDR453;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2003;2;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999
2018-2019;4;2;5EC1DQ7513;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2010;2;999999;2;999999;-,439058757;632,31;607,18;652,54;671,57;597,95;0;0;0;0;0
2018-2019;4;2;QGG0UPZ513;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2010;2;4;5;999999;1,896279166;777,33;830,21;791,53;755,68;731,9;1;2;1;1;1
2018-2019;7;2;SAF51UF566;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;4;5;999999;1,621614652;772,04;771,17;739,35;827,32;750,31;1;1;1;2;1
2018-2019;7;2;DJ7FFHM566;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;999999;2;999999;-,439201188;609,08;504,79;621,54;676,83;633,14;0;0;0;0;0
2018-2019;4;2;DFYH0BY511;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2010;2;999999;5;999999;1,869670089;686,05;696,17;731,12;667,3;649,61;0;0;1;0;0
2018-2019;4;1;T160B30509;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2010;2;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999
2018-2019;4;1;2YWUA98512;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2011;2;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999
2018-2019;4;2;CG8E5A0510;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2009;2;4;1;999999;-1,268556269;833,67;747,86;813,75;856,08;917,01;2;1;2;2;2
2018-2019;4;2;R0J17DA513;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2010;2;4;5;999999;1,992280103;705,56;761,1;615,34;731,63;714,16;1;1;0;1;1
2018-2019;10;2;B722VBU456;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2004;2;4;1;999999;-1,803082836;505;516,38;530,25;486,5;486,87;0;0;0;0;0
2018-2019;7;2;DIJQ9KA565;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;999999;5;999999;1,470528293;822,02;768,45;890,42;779,83;849,37;2;1;2;1;2
2018-2019;10;2;ZRF22DU457;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2004;2;4;4;999999;,543395969;949,24;802,89;994,07;1000;1000;2;2;3;3;3
2018-2019;10;2;OD9N268453;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2003;2;4;5;999999;1,925003712;660,09;667,89;658,34;669,3;644,83;0;0;0;0;0
2018-2019;10;2;AAPYBMM453;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;4;4;999999;,636661742;647,22;639,61;656,68;713,88;578,69;0;0;0;1;0
2018-2019;7;2;21QKEXB564;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2006;2;999999;3;999999;,398059916;753,58;697,49;929,73;766,57;620,54;1;0;2;1;0
2018-2019;10;1;848C9CX451;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999
2018-2019;10;2;YEC6ID9453;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;4;5;999999;1,552860508;658,63;639,68;713,59;684,88;596,39;0;0;1;0;0
2018-2019;4;2;7762YC1509;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2009;2;999999;3;999999;,487415901;839,68;903,21;778,66;854,45;822,41;2;2;1;2;2
2018-2019;10;2;AC05Q1T455;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2003;2;999999;3;999999;-,059371712;718,51;657,03;782,42;723,52;711,08;1;0;1;1;1
2018-2019;7;2;0COF1CN563;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2007;2;999999;3;999999;,294746249;854,53;791,16;928,9;764,53;933,52;2;1;2;1;2
2018-2019;4;2;YJF6SX4513;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2010;2;4;1;999999;-1,425108071;697,41;720,81;638,64;753,81;676,37;0;1;0;1;0
2018-2019;10;2;X32FWLL451;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;999999;5;999999;1,62964947;606,59;681,58;527,62;612,47;604,7;0;0;0;0;0
2018-2019;4;2;NCFUI4V508;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2008;2;999999;3;999999;,147612449;644,09;633,31;619,51;636,4;687,14;0;0;0;0;0
2018-2019;7;2;MJXXKY4563;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2007;2;4;2;999999;-,746358885;779,37;731,73;838,3;778,81;768,62;1;1;2;1;1
2018-2019;10;2;3ULPHIX456;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2004;2;3;3;999999;,417652351;634,81;551,22;681,95;655,71;650,34;0;0;0;0;0
2018-2019;10;2;VU29IK6456;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2004;2;4;4;999999;,978313795;835,49;909,43;855,33;757,06;820,15;2;2;2;1;2
2018-2019;10;2;IPX62FT451;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;4;2;999999;-,973080688;638,37;658,48;592,53;677,27;625,19;0;0;0;0;0
2018-2019;7;2;O7C4ACV566;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;999999;1;999999;-1,389429214;734,81;785,06;675,15;724,67;754,35;1;1;0;1;1
2018-2019;10;2;5HP9A75592;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;4;5;999999;1,894865217;643,92;609,28;644,26;752,5;569,65;0;0;0;1;0
2018-2019;4;2;2CNYMBA509;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2010;2;4;1;999999;-1,408459948;535,38;547,87;537,65;576,48;479,51;0;0;0;0;0
2018-2019;10;2;72F979B451;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2003;2;999999;3;999999;-,19327395;601,96;594,97;621,38;645,85;545,63;0;0;0;0;0
2018-2019;7;2;5BUHC0H561;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2007;2;4;5;999999;2,040185768;755,04;716,1;780,41;784,45;739,21;1;1;1;1;1
2018-2019;4;2;Q5YUOF9510;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2009;2;4;4;999999;,867478357;674,92;621,53;722,11;716,24;639,82;0;0;1;1;0
2018-2019;10;2;WZE6RSB601;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;999999;3;999999;,175811959;682,57;642,26;739,08;640,26;708,67;0;0;1;0;1
2018-2019;10;2;8DKDQ0E451;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2003;2;999999;4;999999;,644259071;646,1;533,31;662,08;697,91;691,08;0;0;0;0;0
2018-2019;10;2;J82BIBD592;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;4;5;999999;1,553916169;649,5;610,15;667,14;706,38;614,31;0;0;0;1;0
2018-2019;10;2;CABAM2A456;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2003;2;999999;4;999999;1,039400258;616,74;605,59;666,68;603,68;591,02;0;0;0;0;0
2018-2019;7;2;4GF7YDV566;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;4;5;999999;1,555480998;646,14;644,25;690,72;583,94;665,65;0;0;0;0;0
2018-2019;7;2;IIOOYE4563;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2007;2;4;3;999999;-,086185869;564,51;517,98;595,43;575,8;568,84;0;0;0;0;0
2018-2019;4;2;EQLOX8M513;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2010;2;999999;1;999999;-1,52834365;722,72;715,08;689,54;770,28;715,97;1;1;0;1;1
2018-2019;10;2;9BFYZSD452;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2003;2;4;5;999999;1,952649012;625,97;633,52;624,65;675,47;570,22;0;0;0;0;0
2018-2019;7;2;F9VHC0Y563;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2007;2;999999;5;999999;1,770702578;578,62;596,57;535,83;692,64;489,45;0;0;0;0;0
2018-2019;10;2;B9UMQBD452;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2005;2;4;4;999999;,84057269;707,12;630,02;753,06;732,42;713;1;0;1;1;1
2018-2019;10;2;T1WXHMW450;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2003;2;4;2;999999;-,751845032;605,89;623,45;515,63;693,77;590,7;0;0;0;0;0
2018-2019;10;2;B2IRDBM450;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2004;2;4;5;999999;1,737340357;645,28;584,87;691,87;708,21;596,16;0;0;0;1;0
2018-2019;7;2;L4S95UA565;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;999999;4;999999;1,239482348;684,17;659,5;666,13;630,23;780,81;0;0;0;0;1
2018-2019;7;1;5R9N4CX566;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999
2018-2019;4;1;YRE31L6512;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2010;2;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999
2018-2019;4;2;EV8PQWW508;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2009;2;4;4;999999;,894441292;771,33;661,04;785,17;813,73;825,36;1;0;1;2;2
2018-2019;7;2;DG8OEBW563;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2007;2;999999;2;999999;-,731814339;657,55;598,32;696,56;693,44;641,89;0;0;0;0;0
2018-2019;10;2;IYIR34Y455;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2004;2;4;1;999999;-1,275138087;840,1;701,32;884;950,59;824,5;2;1;2;3;2
2018-2019;7;2;3IKGGMK562;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2007;2;999999;3;999999;-,024184996;568,64;569,83;581,2;611,22;512,33;0;0;0;0;0
2018-2019;4;2;B9TO4AK511;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2009;2;999999;4;999999;,538415547;798,94;819,21;705,71;890,71;780,11;1;2;1;2;1
2018-2019;10;2;VUQOUG0457;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2004;2;4;4;999999;1,29385361;743,03;693,28;730,04;802,31;746,51;1;0;1;2;1
2018-2019;7;2;9HFFAKF565;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;999999;3;999999;-,164869675;636,7;639,14;639,74;613,79;654,12;0;0;0;0;0
2018-2019;7;2;2XC9NQU562;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2006;2;4;3;999999;,064409924;841,36;716,89;928,88;864,69;854,97;2;1;2;2;2
2018-2019;7;2;V9B36BK565;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;4;3;999999;,480131053;747,12;689,47;777,73;812,1;709,18;1;0;1;2;1
2018-2019;10;2;S90ULW7455;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2004;2;999999;3;999999;,076238103;780,67;733,98;789,73;854,45;744,52;1;1;1;2;1
2018-2019;7;2;AD03CU2565;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2007;2;999999;2;999999;-1,020719468;535,03;527,53;522,07;558,39;532,14;0;0;0;0;0
2018-2019;10;1;BEDKMB4454;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;2;2000;2;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999
2018-2019;4;2;OM6TCG4510;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2010;2;999999;3;999999;-,158871219;787,55;617,64;757,47;924,58;850,5;1;0;1;2;2
2018-2019;7;2;UNBBI22561;20H00001;4;1;5;20D01;20D01C03;20;2001;200150;3;3;1;2007;2;4;5;999999;1,614429993;650,02;572,8;719,71;640,03;667,54;0;0;1;0;0
